id,Synthesizable,Material ID,Formula,Crystal System,Space Group Symbol,Space Group Number,Sites,Energy Above Hull,Formation Energy,Predicted Stable,Volume,Density,Band Gap,Is Gap Direct,Is Metal,Magnetic Ordering,Total Magnetization,"Bulk Modulus, Voigt","Bulk Modulus, Reuss","Bulk Modulus, VRH","Shear Modulus, Voigt","Shear Modulus, Reuss","Shear Modulus, VRH",Elastic Anisotropy,Weighted Surface Energy,Surface Anisotropy,Shape Factor,Work Function,Piezoelectric Modulus,Total Dielectric Constant,Ionic Dielectric Constant,Static Dielectric Constant
111,False,mp-999265,RbYS2,Trigonal,R-3m,166,4,0.0,-2.0911093881249982,True,109.65482276389511,3.6117392593341955,2.3166,False,False,NM,0.0,,,,,,,,,,,,,12.575476170000002,7.787520950000001,
112,False,mp-24424,BaHBr,Tetragonal,P4/nmm,129,6,0.0,-1.6903039070833301,True,155.06691263191078,4.674037543826062,3.2113,True,False,NM,0.0,,,,,,,,,,,,,9.962466869999998,6.06945173,
113,False,mp-757,Li3As,Hexagonal,P6_3/mmc,194,8,0.0,-0.8412325693750002,True,126.43290177520575,2.51497270858603,0.6364999999999998,False,False,NM,0.0,,,,,,,0.477,,,,,,12.087335060063209,4.5313747467261605,
114,False,mp-570935,LiI,Hexagonal,P6_3mc,186,4,0.0,-1.4476474966666668,True,130.39149697099566,3.4090510038684037,4.3818,True,False,NM,0.0,,,,,,,0.159,,,,,0.19352191271275165,5.0437373166332415,1.8992264666332421,
115,False,mp-3216,Li2ZrN2,Trigonal,P-3m1,164,5,0.0,-1.3622676031666672,True,50.574810329420224,4.370752214047623,1.5618999999999996,False,False,NM,0.0,,,,,,,0.384,,,,,,45.28750212610857,37.608682616108574,
116,False,mp-567636,VFeSb,Cubic,F-43m,216,3,0.0,-0.2752190966666663,True,47.62263842384987,7.969117301040473,0.3487,False,False,NM,0.0,,,,,,,0.6,,,,,3.6675253242326273,60.135848882293125,28.319641632293365,
117,False,mp-3637,YOF,Trigonal,R-3m,166,6,0.0,-4.2239134808333345,True,78.5640656927165,5.237683534296327,4.9203,True,False,NM,0.0,,,,,,,0.969,,,,,,14.682126420112505,11.277014350112507,
118,False,mp-3277,BAsO4,Tetragonal,I-4,82,6,0.0,-1.8355127075000002,True,68.7210826402776,3.6179995570108634,4.2615,False,False,NM,0.0,,,,,,,0.724,,,,,0.6215884318071642,5.79938843333377,2.7380540866671033,
119,False,mp-8399,CsCdF3,Cubic,Pm-3m,221,5,0.0,-2.6991608984999997,True,90.32609495079795,5.557644493354357,3.2859,False,False,NM,0.0,,,,,,,0.189,,,,,,10.106644990000005,7.516998700000005,
120,False,mp-23861,BaHCl,Tetragonal,P4/nmm,129,6,0.0,-1.8344769654166635,True,142.09689105309906,4.061759008732977,3.4827000000000004,True,False,NM,0.0,,,,,,,,,,,,,9.557431203333332,5.998281036666666,
121,False,mp-568968,K2SnHgSe4,Tetragonal,I-42m,121,8,0.0,-0.9497225364218753,True,242.20797196969772,4.890521489869918,1.4785000000000001,False,False,NM,7.82e-05,,,,,,,,,,,,0.17859499999999998,12.221540963333332,5.933846889999999,
122,False,mp-1018766,Li3LaAs2,Trigonal,P-3m1,164,6,0.0,-1.1968364383333328,True,115.10373448224671,4.466022360263992,0.5023,False,False,NM,0.0,,,,,,,,,,,,,30.337294719112275,17.530121940012425,
123,False,mp-441,Rb2Te,Cubic,Fm-3m,225,3,0.0,-1.1377736438888888,True,156.9269235634012,3.158986458882483,1.8766,False,False,NM,0.0,,,,,,,0.009,,,,,,6.234922376669604,2.793669680005698,
124,False,mp-1022,K2S,Cubic,Fm-3m,225,3,0.0,-1.2475660384375,True,101.87707708492104,1.79720207513612,2.3201,False,False,NM,0.0,,,,,,,0.127,,,,,,6.361371610202096,3.2656803835008237,
125,False,mp-7437,KZnP,Hexagonal,P6_3/mmc,194,6,0.0,-0.5765177672420639,True,145.09795638635967,3.1009616101885467,0.8395999999999999,True,False,NM,0.0,,,,,,,1.569,,,,,,13.049118390006024,4.530595783339359,
126,False,mp-1569,Be2C,Cubic,Fm-3m,225,3,0.0,-0.2313037858333331,True,20.218610784013585,2.466756874278714,1.1636999999999995,False,False,NM,0.0,,,,,,,0.124,,,,,,14.92169052674038,7.923078863409937,
127,False,mp-7921,MgPdF6,Trigonal,R-3,148,8,0.0,-2.4291073350000003,True,94.97931247981346,4.278400244972944,1.8285,True,False,NM,0.0,,,,,,,5.285,,,,,,5.555414606665494,2.4751078266654942,
128,False,mp-1315,MgS,Cubic,Fm-3m,225,2,0.0,-1.6615034487499991,True,35.33066670617066,2.6493863804696764,2.7574,False,False,NM,0.0,,,,,,,0.011,,,,,,16.01695245015448,10.61650754349801,
129,False,mp-7060,LaZnPO,Tetragonal,P4/nmm,129,8,0.0,-2.0650612155357146,True,146.62733461290037,5.691611744713422,0.6563000000000008,True,False,NM,0.0011104,,,,,,,,,,,,,26.946975613275274,17.864763286607516,
130,False,mp-9200,K3AuO,Cubic,Pm-3m,221,5,0.0,-0.8788591498499987,True,142.59546003697025,3.845922408760981,0.5612,False,False,NM,0.0,,,,,,,0.289,,,,,,13.98665650666667,9.031525066666669,
131,False,mp-28553,Ca2IN,Hexagonal,P6_3/mmc,194,8,0.0,-1.37090050625,True,183.04477558744142,4.0109385362090535,2.3484999999999996,False,False,NM,0.0,,,,,,,0.228,,,,,,15.47922975335201,9.804492966685343,
132,False,mp-10748,TaCu3S4,Cubic,P-43m,215,8,0.0,-0.8675523021666667,True,165.15806593774687,5.025571147896058,1.9231000000000003,False,False,NM,0.0,,,,,,,0.911,,,,,0.04197666666666669,6.368539509999998,0.30834686999999983,
133,False,mp-1479,BP,Cubic,F-43m,216,2,0.0,-0.4833042952380957,True,23.272944325085422,2.9813687825821957,1.2434999999999992,False,False,NM,0.0,,,,,,,0.126,,,,,0.01681635677245406,9.272071146925382,0.09672463692414623,
134,False,mp-23177,HgBr,Tetragonal,I4/mmm,139,4,0.0,-0.7310557787500027,True,126.95326347785603,7.337680531987949,2.2557,False,False,NM,0.0,,,,,,,5.482,,,,,,25.242835735313374,19.87223089196993,
135,False,mp-8756,KLiSe,Tetragonal,P4/nmm,129,6,0.0,-1.4194794098263894,True,146.04031586940903,2.8425879485670453,2.5249,False,False,NM,0.0,,,,,,,0.306,,,,,,8.849830876666667,4.8152582100000005,
136,False,mp-2352,Na2O,Cubic,Fm-3m,225,3,0.0,-1.394608165,True,41.253952671138684,2.4947536447164014,1.8736000000000002,False,False,NM,0.0,,,,,,,0.41,,,,,,7.569727949437273,4.298061296568865,
137,False,mp-2400,NaS,Hexagonal,P6_3/mmc,194,8,0.0,-1.0037896839062501,True,174.63099763463234,2.094029042503947,1.2348,True,False,NM,0.0,,,,,,,,,,,,,8.226004266698167,4.141167703335849,
138,False,mp-559798,NiF2,Tetragonal,P4_2/mnm,136,6,0.0,-2.232239561666667,True,66.09767602083656,4.858200007945914,4.9116,True,False,FM,4.0012901,,,,,,,,,,,,,5.203943079999999,2.694541066666666,
139,False,mp-22313,Na2PtO2,Orthorhombic,Immm,71,5,0.0,-1.2766127039999986,True,67.43566226953892,6.7239004635808675,1.4632999999999998,False,False,NM,0.0,,,,,,,3.712,,,,,,9.249283165480952,4.774735579557255,
140,False,mp-9195,BaCuSeF,Tetragonal,P4/nmm,129,8,0.0,-2.2387968949609376,True,168.0810835441171,5.904545697556149,1.4265000000000003,True,False,NM,0.0,,,,,,,2.548,,,,,,15.17975794,9.18749105,
141,False,mp-9437,NbFeSb,Cubic,F-43m,216,3,0.0,-0.4020708866666685,True,52.43169450533423,8.567236262108185,0.5137999999999998,False,False,NM,0.0,,,,,,,0.274,,,,,2.2294890116153403,44.308691818908095,19.567617635574933,
142,False,mp-7738,LaSeF,Hexagonal,P6_3/mmc,194,6,0.0,-3.3499221988541663,True,126.93658909664725,6.19713697545978,1.7260999999999997,True,False,NM,0.0,,,,,,,,,,,,,21.24323641306492,14.93530318639825,
143,False,mp-27743,BiF5,Tetragonal,I4/m,87,6,0.0,-2.137601312083334,True,87.48976145342536,5.769338760918805,1.8137999999999999,False,False,NM,0.0,,,,,,,15.407,,,,,,5.957704384811632,3.491027871503046,
144,False,mp-8280,Ba(MgAs)2,Trigonal,P-3m1,164,5,0.0,-0.928578429000002,True,135.8389929674064,4.104683991764778,1.0689000000000002,False,False,NM,0.0,,,,,,,0.16,,,,,,17.001837113333597,7.537355980000263,
145,False,mp-605034,K2NiF6,Cubic,Fm-3m,225,9,0.0,-2.4642936791666665,True,128.12432984816914,3.2515037356313456,2.3603,False,False,NM,0.0,,,,,,,,,,,,,5.562441683337725,3.2665918300044177,
146,False,mp-30315,Ca3BN3,Tetragonal,P4/mmm,123,7,0.0,-1.2842448612500001,True,102.72464643001315,2.7975891823665715,0.5682,False,False,NM,0.0,,,,,,,11.981,,,,,,18.05829701333333,12.66959578,
147,False,mp-10572,NaPN2,Tetragonal,I-42d,122,8,0.0,-0.8581692201190485,True,85.20786980101154,3.1951484591346397,4.6812000000000005,False,False,NM,0.0,,,,,,,,,,,,1.4364376116963806,9.914919876658503,5.893589149991837,
148,False,mp-28171,K3IO,Cubic,Pm-3m,221,5,0.0,-1.4551150098499992,True,148.3913038780024,2.911695034511509,1.0284000000000002,True,False,NM,0.0,,,,,,,0.035,,,,,,9.736861789999997,6.480717979999998,
149,False,mp-552604,YBi2ClO4,Tetragonal,P4/mmm,123,8,0.0,-2.4590130762499998,True,137.6370782335932,7.314987307924014,1.3088000000000002,False,False,NM,0.0002284,,,,,,,,,,,,,28.20718283666666,22.712716329999992,
150,False,mp-7906,Al2HgS4,Tetragonal,I-4,82,7,0.0,-1.1057610517857215,True,159.27341271374962,3.9910997012314637,2.0244000000000004,False,False,NM,0.0,,,,,,,0.834,,,,,0.31717282670493707,10.617375053333335,4.913627760000001,
151,False,mp-23072,BiBrO,Tetragonal,P4/nmm,129,6,0.0,-1.5985196225000031,True,129.50609729692894,7.81849613632773,2.2251,False,False,NM,0.0,,,,,,,25.252,,,,,,46.77422330333332,40.869466609999996,
152,False,mp-8621,K2PtSe2,Orthorhombic,Immm,71,5,0.0,-1.077369765124999,True,135.22322684189265,5.295136483309631,0.9345000000000001,False,False,NM,0.0,,,,,,,1.622,,,,,,10.7128054033462,4.6622721866795365,
153,False,mp-15724,KNa2Sb,Cubic,Fm-3m,225,4,0.0,-0.5807917109374987,True,114.33950763074155,3.0038813223614054,0.6720999999999999,True,False,NM,0.0,,,,,,,0.52,,,,,,19.40667159333014,10.263400146663493,
154,False,mp-991652,VCu3Te4,Cubic,P-43m,215,8,0.0,-0.45333379958333353,True,204.87959917253636,6.094756833162131,0.5741000000000005,False,False,NM,0.0,,,,,,,,,,,,0.20728333333333335,12.251387433333335,0.9324990833333334,
155,False,mp-14116,CuRhO2,Trigonal,R-3m,166,4,0.0,-0.8207293849999999,True,46.91270234409874,7.024418962510328,0.6553000000000004,False,False,NM,0.0,,,,,,,1.706,,,,,,13.71177421999136,1.5541056866580247,
156,False,mp-9610,Li2CN2,Tetragonal,I4/mmm,139,5,0.0,-0.8249675768333333,True,57.538692897851924,1.555704178698644,3.7395,True,False,NM,0.0,,,,,,,2.382,,,,,,5.400318559995192,2.699087153328525,
157,False,mp-8177,HgF2,Cubic,Fm-3m,225,3,0.0,-1.574093817500002,True,42.88560780715456,9.238127499184847,0.9687,True,False,NM,9e-05,,,,,,,6.425,,,,,,12.360644775631561,8.520258382298156,
158,False,mp-1078746,Sr2FeH6,Cubic,Fm-3m,225,9,0.0,-0.6183834897222213,True,101.93585667503194,3.8628999208915555,1.3141999999999998,False,False,NM,0.0,,,,,,,,,,,,,11.01314809000001,6.6320317500000066,
159,False,mp-23475,Rb2PbCl6,Cubic,Fm-3m,225,9,0.0,-1.7062683794444449,True,271.38769042996114,3.6152541918420495,1.2605,True,False,NM,0.0,,,,,,,,,,,,,10.191866923342328,7.119809683342346,
160,False,mp-5175,NaInO2,Trigonal,R-3m,166,4,0.0,-1.9032396499999997,True,49.5053026102216,5.6957624171059935,1.9142000000000001,False,False,NM,0.0,,,,,,,0.519,,,,,,11.068864740301109,7.129718563634441,
161,False,mp-10322,BaHfN2,Tetragonal,P4/nmm,129,8,0.0,-1.5211241887500009,True,143.91670443254245,7.934364724872101,1.2537000000000003,False,False,NM,0.0,,,,,,,1.393,,,,,,29.961356996666666,22.692207909999993,
162,False,mp-7575,LiZnN,Cubic,F-43m,216,3,0.0,-0.4234695334722218,True,28.78282869116706,4.982091077680031,0.5187000000000004,True,False,NM,0.0,,,,,,,0.354,,,,,0.5736512204815225,19.86162860774732,9.379624037747336,
163,False,mp-8452,NaLiS,Tetragonal,P4/nmm,129,6,0.0,-1.4071292564930549,True,104.15187051878621,1.9768516175576771,2.2642,False,False,NM,0.0,,,,,,,0.23,,,,,,10.189343873333334,6.26845286,
164,False,mp-8751,RbLiS,Tetragonal,P4/nmm,129,6,0.0,-1.3446010244444437,True,141.37180095227257,2.9241136673067536,2.745,False,False,NM,0.0,,,,,,,,,,,,,8.906548703333335,5.141148503333334,
165,False,mp-2455,As2Os,Orthorhombic,Pnnm,58,6,0.0,-0.30389278500000216,True,102.41355313495791,11.02793169102378,0.6646999999999998,False,False,NM,0.0,,,,,,,0.467,,,,,,34.56743802666667,13.682410276666667,
166,False,mp-11739,KLaTe2,Trigonal,R-3m,166,4,0.0,-1.6992860963958334,True,157.2625322305681,4.574209595129336,1.7012999999999994,False,False,NM,0.0,,,,,,,,,,,,,13.361234783765909,7.24480022709924,
167,False,mp-643002,Mg2H6Os,Cubic,Fm-3m,225,9,0.0,-0.4356679886111105,True,73.03246264866269,5.568010147812302,3.3481,False,False,NM,0.0,,,,,,,0.006,,,,,,17.657646169999985,12.55958113999999,
168,False,mp-7041,CaHgO2,Trigonal,R-3m,166,4,0.0,-1.9014528043750012,True,69.84267344187121,6.482768359971849,2.125,False,False,NM,0.0,,,,,,,6.339,,,,,,7.966407933279474,3.836001663279473,
169,False,mp-697030,Mg2H6Ru,Cubic,Fm-3m,225,9,0.0,-0.4383720252777768,True,71.71444163241284,3.6058543311943576,3.0681000000000003,False,False,NM,0.0,,,,,,,0.007,,,,,,18.101570613333333,12.814337663333328,
170,False,mp-22958,KBrO3,Trigonal,R3m,160,5,0.0,-1.0588366599499992,True,83.95967616702733,3.3029052403686956,3.8569,True,False,NM,0.0,,,,,,,0.731,,,,,0.7328396729887546,6.9939709932353535,4.2436856965686856,
171,False,mp-1500,BaS,Cubic,Fm-3m,225,2,0.0,-2.329084296249999,True,67.12620118023263,4.190346371817915,2.1488,False,False,NM,0.0,,,,,,,0.561,,,,,,14.953045706679058,10.147174973344821,
172,False,mp-7939,NaNbSe2,Hexagonal,P6_3/mmc,194,8,0.0,-1.1840839107812489,True,163.87637439545435,5.549090460693393,0.5013999999999994,False,False,NM,0.0,,,,,,,0.128,,,,,,14.409966443334957,2.0573695566682875,
173,False,mp-4763,ZnSiP2,Tetragonal,I-42d,122,8,0.0,-0.3916568414880963,True,151.00927439980956,3.418565574455873,1.3641000000000005,True,False,NM,0.0,,,,,,,0.462,,,,,0.11634218559285751,12.41888436999372,1.8894018399937156,
174,False,mp-2176,ZnTe,Cubic,F-43m,216,6,0.0,-0.6841630333333328,True,171.17748428055455,5.616959252306423,1.0732999999999997,True,False,NM,0.0,,,,,,,0.641,,,,,0.11930999999999999,11.975580520000014,2.9583458200000003,
175,False,mp-766,As2Ru,Orthorhombic,Pnnm,58,6,0.0,-0.4567363066666677,True,101.2371077110571,8.23119467448224,0.44920000000000027,False,False,NM,0.0,,,,,,,0.508,,,,,,37.764724380000004,14.220590059999997,
176,False,mp-1069706,K2PdSe2,Orthorhombic,Immm,71,5,0.0,-1.0794668218375019,True,135.74832023191166,4.190073255187325,0.8458000000000001,False,False,NM,0.0,,,,,,,,,,,,,11.424931086666666,4.770178853333334,
177,False,mp-27420,NaBiF6,Trigonal,R-3,148,8,0.0,-2.487608622047414,True,122.81161659222799,4.677742127460289,2.7315,False,False,NM,0.0,,,,,,,,,,,,,4.25290203,2.1691787633333335,
178,False,mp-1067744,YTlSe2,Trigonal,R-3m,166,4,0.0,-1.616571717031249,True,116.66562810994584,6.422203633758221,1.2608000000000001,False,False,NM,0.0,,,,,,,,,,,,,24.25946673333333,16.268228346666664,
179,False,mp-30034,MgBr2,Trigonal,P-3m1,164,3,0.0,-1.9096522716666655,True,82.49849008386481,3.705847571975385,4.4707,True,False,NM,0.0,,,,,,,-10.024,,,,,,5.9156702733336575,2.8888839466669656,
180,False,mp-406,CdTe,Cubic,F-43m,216,2,0.0,-0.5607400050000031,True,70.71162283069633,5.636239502916919,0.5846000000000002,True,False,NM,0.0,,,,,,,0.765,,,,,0.008396666666666719,12.820171336666663,3.5108798066666655,
181,False,mp-8255,CaPtF6,Trigonal,R-3,148,8,0.0,-2.5414785181250004,True,115.96896756412698,4.9994515296421875,2.643,True,False,NM,0.0,,,,,,,11.744,,,,,,4.955122019992791,2.4946722699927903,
182,False,mp-571102,TlI,Cubic,Fm-3m,225,2,0.0,-0.8914677466666698,True,87.30510007495263,6.30107844672892,2.2085999999999997,True,False,NM,0.0,,,,,,,3.241,,,,,,17.55962235001222,10.140859746679086,
183,False,mp-827,KN3,Tetragonal,I4/mcm,140,8,0.0,-0.2211123337500016,True,130.91489535524028,2.0578295824103665,3.9394,True,False,NM,0.0,,,,,,,0.681,,,,,,6.207699163391546,3.7339808534061922,
184,False,mp-422,BeS,Cubic,F-43m,216,2,0.0,-1.3072513737499998,True,28.880721048437852,2.361792329991975,3.1453,False,False,NM,0.0,,,,,,,0.364,,,,,0.18253194425696073,7.257313020014327,1.9999548000157406,
185,False,mp-3744,NaNbO2,Hexagonal,P6_3/mmc,194,8,0.0,-2.520835330344827,True,88.2693972494368,5.564450391300988,1.3780999999999999,False,False,NM,0.0,,,,,,,0.455,,,,,,11.19524948333401,2.9915470300006746,
186,False,mp-14205,K3Cu3As2,Trigonal,R-3m,166,8,0.0,-0.29791358959375014,True,195.0745973899275,3.8967405698976885,1.2741,False,False,NM,0.0,,,,,,,3.581,,,,,,12.313787763488236,4.537284403488237,
187,False,mp-19734,MgPbF6,Trigonal,R-3,148,8,0.0,-2.855717254999999,True,107.8736429131504,5.318339359085512,3.0406,False,False,NM,0.0,,,,,,,4.929,,,,,,6.105156946661004,3.7029428599943377,
188,False,mp-697133,Cs2CaH4,Tetragonal,I4/mmm,139,7,0.0,-0.4416755450000015,True,164.2940837569623,3.132403541370342,3.0097,False,False,NM,0.0,,,,,,,0.348,,,,,,8.902740073333332,5.706750646666667,
189,False,mp-947,Au2S,Cubic,Pn-3m,224,6,0.0,-0.11802120760416794,True,146.69522383506134,9.644302410870814,1.9091,True,False,NM,0.0,,,,,,,0.32,,,,,,7.154380066666664,0.19153776666666664,
190,False,mp-19378,CrAgO2,Trigonal,R-3m,166,4,0.0,-1.6825837441666653,True,47.9865802322794,6.6392764695215885,1.6634000000000007,False,False,FM,3.0000001,,,,,,,,,,,,,10.155313976674258,3.0421734533409235,
191,False,mp-7233,La2SeO2,Trigonal,P-3m1,164,5,0.0,-3.489723551468752,True,103.64523915760147,6.22862512961434,2.4067,False,False,NM,0.0,,,,,,,,,,,,,16.758921036118775,11.315457149452106,
192,False,mp-24204,CaHI,Tetragonal,P4/nmm,129,6,0.0,-1.316824648749999,True,151.23982087527645,3.688904641710703,3.5271000000000003,False,False,NM,0.0,,,,,,,,,,,,,7.82517538,3.72452737,
193,False,mp-11327,Rb2Se,Cubic,Fm-3m,225,3,0.0,-1.2072880491145828,True,130.79024531122957,3.1727244289816974,1.7968,False,False,NM,0.0,,,,,,,0.109,,,,,,6.7940622396443855,3.479402959775355,
194,False,mp-7958,KLaO2,Trigonal,R-3m,166,4,0.0,-3.0024115518125,True,74.12803015588618,4.704259250354719,3.8596000000000004,True,False,NM,0.0,,,,,,,,,,,,,20.24702564333522,16.580532710001886,
195,False,mp-5693,NaCrS2,Trigonal,R-3m,166,4,0.0,-1.1918627540948261,True,71.22486759498263,3.2433522661926566,0.9908999999999994,False,False,FM,2.9999998,,,,,,,0.688,,,,,,13.525611063360763,4.971076250027428,
196,False,mp-27726,SO2,Orthorhombic,Aea2,41,6,0.0,-1.071398687604166,True,104.41966208548168,2.0375557731217753,2.8367999999999998,False,False,NM,0.0,,,,,,,1.402,,,,,0.1452696441359829,5.236407387126257,3.0646152504593105,
197,False,mp-578610,NaMoO2,Trigonal,R-3m,166,4,0.0,-1.886018084094827,True,47.2610994069084,5.302940234159042,2.3804999999999996,False,False,FM,3.0,,,,,,,,,,,,,9.585083603389016,5.51991370672235,
198,False,mp-10969,CdCN2,Trigonal,R-3m,166,4,0.0,-0.07085422937500052,True,53.243859006231816,4.754058841630003,2.3076,False,False,NM,0.0,,,,,,,1.367,,,,,,13.123269320012332,8.672809756679,
199,False,mp-7972,RbLaO2,Trigonal,R-3m,166,4,0.0,-2.9587612468749995,True,78.86248868556612,5.39820445582802,3.5220000000000002,True,False,NM,0.0,,,,,,,,,,,,,21.696391226426872,17.94604253642687,
200,False,mp-22939,BiClO,Tetragonal,P4/nmm,129,6,0.0,-1.7108279158333328,True,113.58578538575841,7.614664760301017,2.5681000000000003,False,False,NM,0.0,,,,,,,11.37,,,,,,48.954246273333325,43.293589139999995,
201,False,mp-626620,RbHO,Orthorhombic,Cmc2_1,36,6,0.0,-1.5111098420833322,True,93.34823255691279,3.645788863148711,3.3341000000000003,True,False,NM,0.0,,,,,,,0.395,,,,,0.4541399999999999,24.533483676666666,21.912049203333336,
202,False,mp-13277,BaLiP,Hexagonal,P6_3/mmc,194,6,0.0,-0.9094072093253972,True,155.10607242231285,3.75221662641956,0.9631000000000003,True,False,NM,0.0,,,,,,,0.088,,,,,,29.72374949666667,20.935747503333335,
203,False,mp-1018737,KMgP,Tetragonal,P4/nmm,129,6,0.0,-0.6289962922976192,True,149.25533260165312,2.0999825696036076,1.6589,False,False,NM,0.0,,,,,,,,,,,,,11.58977668,5.549117169999999,
204,False,mp-4524,ZnGeP2,Tetragonal,I-42d,122,8,0.0,-0.2751048914880947,True,158.9073890850488,4.179818738428334,1.1782000000000004,False,False,NM,0.0,,,,,,,0.452,,,,,0.030192689289964287,13.730712368164212,1.4519104532544833,
205,False,mp-6949,InF3,Trigonal,R-3c,167,8,0.0,-2.7649092743749994,True,115.11001891853095,4.957041087807601,4.0226,False,False,NM,0.0,,,,,,,,,,,,,6.102359677039959,3.82718523369151,
206,False,mp-1153,Li2S,Cubic,Fm-3m,225,3,0.0,-1.5254926603819439,True,45.579160174025624,1.6739401999019223,3.3862000000000005,False,False,NM,0.0,,,,,,,0.009,,,,,,7.422140673288237,3.5579684366205413,
207,False,mp-2784,Na2Te,Cubic,Fm-3m,225,3,0.0,-1.1278026200000018,True,95.90002973074063,3.0055841040984324,2.0282,True,False,NM,0.0,,,,,,,0.026,,,,,,7.884923626711653,3.5623814433551892,
208,False,mp-736,Li3P,Hexagonal,P6_3/mmc,194,8,0.0,-0.8093607869940476,True,116.35462957137251,1.4784207064425061,0.6996000000000002,False,False,NM,0.0,,,,,,,0.427,,,,,,11.410247835620714,4.536084373491154,
209,False,mp-8188,KScO2,Trigonal,R-3m,166,4,0.0,-3.090984386812499,True,54.885622347634005,3.511130091629651,3.6240999999999994,False,False,NM,0.0,,,,,,,0.642,,,,,,18.90612635314209,15.038986496475422,
210,False,mp-8348,TlSbF6,Trigonal,R-3m,166,8,0.0,-2.627806639791668,True,131.65596902052295,5.551280665031038,4.3334,False,False,NM,0.0,,,,,,,1.229,,,,,,12.656819403306834,10.3421632299735,
211,False,mp-9562,LiBeAs,Tetragonal,P4/nmm,129,6,0.0,-0.47837898361111125,True,86.07705830986724,3.50618686657558,1.0077000000000003,False,False,NM,0.0,,,,,,,1.792,,,,,,16.12053903666667,6.88968174,
212,False,mp-5878,KZnF3,Cubic,Pm-3m,221,5,0.0,-2.8150468122500003,True,66.30309275332023,4.044777029368843,3.6954000000000002,False,False,NM,0.0,,,,,,,0.022,,,,,,10.035900480000002,7.68615678,
213,False,mp-613910,BaNiF6,Trigonal,R-3m,166,8,0.0,-2.6448807993750005,True,107.75113969538981,4.777537182488796,0.4727,True,False,NM,0.0,,,,,,,,,,,,,11.898781646673,7.984025606672998,
214,False,mp-19,Te,Trigonal,P3_121,152,3,0.0,0.0,True,108.19281571621227,5.875199295688813,0.1856,False,False,NM,0.0,,,,,,,4.409,,,,,2.2004377330800575,164.2724788301944,45.85871873017502,
215,False,mp-1821,WSe2,Hexagonal,P6_3/mmc,194,6,0.0,-0.6036195060416674,True,131.12545319316163,8.65592175403535,1.4465,False,False,NM,0.0,,,,,,,83.368,,,,,,10.244209886466413,0.11110730646641355,
216,False,mp-4961,Na2HgO2,Tetragonal,I4/mmm,139,5,0.0,-1.2104522215000002,True,76.23003578649424,6.068127925222486,1.6474000000000002,False,False,NM,0.0,,,,,,,1.446,,,,,,7.198528083485677,3.5800759834856755,
217,False,mp-1182867,AlWO4,Orthorhombic,Cmmm,65,6,0.0,-2.679840881666666,True,59.466540248121035,7.674028352592433,2.9802999999999997,False,False,NM,0.0169542,,,,,,,,,,,,,20.151442235315713,15.52702899310548,
218,False,mp-571093,BaAlSiH,Trigonal,P3m1,156,4,0.0,-0.45983012531250056,True,85.61512097687623,3.7511077174063314,0.7092999999999998,False,False,NM,0.0,,,,,,,,,,,,0.5140156122142736,20.118148326640295,5.756788516640293,
219,False,mp-865427,KSrCO3F,Hexagonal,P-6m2,187,7,0.0,-2.780048338535714,True,116.57531031345,2.9304266932243848,4.1032,False,False,NM,0.0,,,,,,,,,,,,0.500695257727321,11.49652573997807,9.18636029997807,
220,False,mp-28069,Ca3AsCl3,Cubic,Pm-3m,221,7,0.0,-2.252943995714286,True,190.72247703498627,2.625158713508255,1.8439,True,False,NM,0.0,,,,,,,0.471,,,,,,11.241123970000002,6.779731129999999,
221,False,mp-24422,CaHBr,Tetragonal,P4/nmm,129,6,0.0,-1.5654780429166675,True,121.90359606998094,3.2961869626923037,4.1152,True,False,NM,0.0,,,,,,,14.023,,,,,,7.161610306666664,3.7099013133333325,
222,False,mp-841,Li2O2,Hexagonal,P6_3/mmc,194,8,0.0,-1.648018877916666,True,63.107895451231315,2.4144953737440713,1.9742999999999997,False,False,NM,0.0,,,,,,,0.552,,,,,,9.117499313347956,5.957602970014594,
223,False,mp-3056,NaTlO2,Trigonal,R-3m,166,4,0.0,-1.2404583075000026,True,53.61179233562066,8.033626613716947,0.6208,False,False,NM,1e-07,,,,,,,,,,,,,15.461027096665264,10.092192329998598,
